Date,Vendor Code,Vendor,County,"Notes for ""Other",Product Description,Program,Proteins LBS,Starch LBS,Veg LBS,Fruit LBS,Baked Goods LBS,Dairy LBS,Grocery LBS,Indvid Meal LBS,Individ Meals,Total Pounds
6/8/2023,HL,HealthLinc,SJ,,Meals,CCFN,,,,,,,,375.00,300.00,375.00
6/8/2023,SBCS,South Bend Community Schools: Washington HS,SJ,,Meals,Backpack,,,,,,,,750.00,600.00,750.00
6/8/2023,CCFP,Clay Church Food Pantry,SJ,,Meals & Bread,CCFN,,,,,350.00,,,375.00,300.00,725.00
6/8/2023,SH,Store House,SJ,,Bread,CCFN,,,,,84.00,,,0.00,,84.00
6/8/2023,MFP,Mishawaka Food Pantry,SJ,,Bread,CCFN,,,,,140.00,,,0.00,,140.00
6/8/2023,CCFP,Clay Church Food Pantry,SJ,,Bulk,CCFN,,,,,,,12.00,0.00,,12.00
6/8/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,36.00,,,,,,,0.00,,36.00
6/8/2023,MFP,Mishawaka Food Pantry,SJ,,Bulk,CCFN,,,,,,,27.00,0.00,,27.00
6/8/2023,SH,Store House,SJ,,Meals & Bulk,CCFN,116.00,,,,66.00,70.00,360.00,22.50,18.00,634.50
6/8/2023,LADY,Our Lady of the Road,SJ,,Bulk,CCFN,47.00,,,,22.00,42.00,57.00,0.00,,168.00
6/8/2023,OAK,Oaklawn: Properties,SJ,,Bulk,CCFN,106.00,,2.00,4.00,20.00,70.00,242.00,0.00,,444.00
6/8/2023,MVC,Miami Village Church,SJ,,Bulk,CCFN,,,1.00,6.00,15.00,15.00,58.00,0.00,,95.00
6/8/2023,DSP,Downtown Soup Kitchen,SJ,,Bulk,CCFN,346.00,,,,117.00,,,0.00,,463.00
6/8/2023,THB,The Hub Bristol,ELK,,Bulk,CCFN,,,,,,14.00,940.00,0.00,,954.00
6/8/2023,WHC,World Harvest Church,ELK,,Bulk,CCFN,122.00,27.00,102.00,47.00,27.00,160.00,537.00,0.00,,1022.00
6/9/2023,ELK,Elkhart Schools: Pierre Moran,ELK,,Meals,Backpack,,,,,,,,1350.00,1080.00,1350.00
6/9/2023,GCS,Goshen Schools: Hay Park,ELK,,Meals,Backpack,,,,,,,,300.00,240.00,300.00
6/9/2023,MCA,Marshall County Council on Aging,MAR,,Meals,CCFN,,,,,,,,75.00,60.00,75.00
6/9/2023,FAF,Feed A Friend,SJ,,Bulk,CCFN,13.00,,,,44.00,,31.00,0.00,,88.00
6/9/2023,VINC,St. Vincent de Paul: St Pius,SJ,,Meals,CCFN,,,,,,,,112.50,90.00,112.50
6/9/2023,AFFM,Abundant Faith Family Ministries,SJ,,Meals & Bulk,CCFN,27.00,,,,,,68.00,22.50,18.00,117.50
6/9/2023,VFP,Village Food Pantry,SJ,,Bulk,CCFN,100.00,,,,,14.00,38.00,0.00,,152.00
6/9/2023,MRN,Maranatha Missionary Baptist Church,SJ,,Meals & Bulk,CCFN,182.00,,,,,,82.00,150.00,120.00,414.00
6/9/2023,OAK,Oaklawn: Hope Ave,SJ,,Bulk,CCFN,13.00,,,,22.00,,26.00,0.00,,61.00
6/9/2023,GP,The Grace Place,SJ,,Bulk,CCFN,80.00,,,,,,40.00,0.00,,120.00
6/9/2023,GCS,Goshen Schools: Pringle Park,ELK,,Meals,Backpack,,,,,,,,562.50,450.00,562.50
6/9/2023,GCS,Goshen Schools: Roxbury Park,ELK,,Meals,Backpack,,,,,,,,262.50,210.00,262.50
6/9/2023,GCS,Goshen Schools: Shanklin Park,ELK,,Meals,Backpack,,,,,,,,562.50,450.00,562.50
6/9/2023,HCH,Heart City Health - Scenic,ELK,,Meals,CCFN,,,,,,,,90.00,72.00,90.00
6/9/2023,HCH,Heart City Health - Simpson,ELK,,Meals,CCFN,,,,,,,,187.50,150.00,187.50
6/9/2023,HCH,Heart City Health - WH,ELK,,Meals,CCFN,,,,,,,,52.50,42.00,52.50
6/9/2023,SALVG,Salvation Army: Goshen,ELK,,Bulk,CCFN,76.00,,,,9.00,,132.00,0.00,,217.00
6/10/2023,WHC,World Harvest Church,ELK,,Bulk,CCFN,396.00,,,825.00,537.00,,1766.00,0.00,,3524.00
6/12/2023,BRCKE,Brick of Hope - Elkhart,ELK,,Bulk,CCFN,480.00,,300.00,,718.00,,3228.00,0.00,,4726.00
6/12/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,166.00,,,,84.00,,48.00,0.00,,298.00
6/12/2023,BC,Briarcliff Rehab,SJ,,Bulk,CCFN,,,,,19.00,,,0.00,,19.00
6/12/2023,LPH,Lasalle Park Homes,SJ,,Bulk,CCFN,66.00,,,,,,,0.00,,66.00
6/12/2023,CTA,Christ Temple Apostolic Church,SJ,,Meals & Bulk,CCFN,321.00,,,,,,666.00,37.50,30.00,1024.50
6/12/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,18.00,,,297.00,,7.00,320.00,0.00,,642.00
6/12/2023,VFP,Village Food Pantry,SJ,,Bulk,CCFN,43.00,,,,9.00,,132.00,0.00,,184.00
6/12/2023,AFFM,Abundant Faith Family Ministries,SJ,,Bulk,CCFN,20.00,,,,,,15.00,0.00,,35.00
6/12/2023,CCFP,Clay Church Food Pantry,SJ,,Meals,CCFN,,,,,,,,375.00,300.00,375.00
6/13/2023,BL,Bread of Life,MAR,,Bread,CCFN,,,,,420.00,,,0.00,,420.00
6/13/2023,DAV,David's Courage,MAR,,Bread,CCFN,,,,,14.00,,,0.00,,14.00
6/13/2023,MCNC,Marshall County Neighborhood Center,MAR,,Bread,CCFN,,,,,280.00,,,0.00,,280.00
6/13/2023,MHM,Monastery of the Holy Martyrs,MAR,,Bread,CCFN,,,,,168.00,,,0.00,,168.00
6/13/2023,PLY,Plymouth Comm Schools: Ancilla College,MAR,,Meals,Backpack,,,,,,,,2812.50,2250.00,2812.50
6/13/2023,CFP,Culver Food Pantry,MAR,,Meals & Bread,CCFN,,,,,70.00,,,375.00,300.00,445.00
6/13/2023,OC,Oakhaven Community,MAR,,Bulk,CCFN,173.00,,,,,,,0.00,,173.00
6/13/2023,BHH,Bourbon Helping Hands,MAR,,Bulk,CCFN,32.00,,,,5.00,,114.00,0.00,,151.00
6/13/2023,BL,Bread of Life,MAR,,Meals & Bread,CCFN,23.00,,11.00,,146.00,,270.00,75.00,60.00,525.00
6/13/2023,CFP,Culver Food Pantry,MAR,,Bulk,CCFN,,,,,,,129.00,0.00,,129.00
6/13/2023,DAV,David's Courage,MAR,,Meals,CCFN,,,,,,,,15.00,12.00,15.00
6/13/2023,MCNC,Marshall County Neighborhood Center,MAR,,Bulk,CCFN,80.00,,,,204.00,70.00,1111.00,0.00,,1465.00
6/13/2023,MHM,Monastery of the Holy Martyrs,MAR,,Meals & Bulk,CCFN,160.00,,8.00,2.00,,,599.00,150.00,120.00,919.00
6/13/2023,BL,Bread of Life,MAR,,Bulk,CCFN,59.00,,,,146.00,70.00,471.00,0.00,,746.00
6/13/2023,VFP,Village Food Pantry,SJ,,Bulk,CCFN,,,7.00,7.00,7.00,7.00,4.00,0.00,,32.00
6/13/2023,CATH,Catholic Charities,SJ,,Meals & Bulk,CCFN,23.00,,,,41.00,,,75.00,60.00,139.00
6/13/2023,BCP,Broadway Christian Parish,SJ,,Meals & Bulk,CCFN,7.00,,5.00,,137.00,,12.00,150.00,120.00,311.00
6/13/2023,MRN,Maranatha Missionary Baptist Church,SJ,,Meals & Bulk,CCFN,149.00,,,,,,35.00,60.00,48.00,244.00
6/13/2023,STA,St Augustine's Parish,SJ,,Bulk,CCFN,,,,,36.00,,,0.00,,36.00
6/13/2023,IUSB,IUSB: Titans Feeding Titans,SJ,,Meals & Bulk,CCFN,23.00,,10.00,,36.00,,175.00,75.00,60.00,319.00
6/13/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,,,,,18.00,,342.00,0.00,,360.00
6/13/2023,KBI,Kingdom Business International,SJ,,Bulk,CCFN,160.00,,4.00,,53.00,,753.00,0.00,,970.00
6/13/2023,BCP,Broadway Christian Parish,SJ,,Bulk,CCFN,5.00,,,,224.00,,5.00,0.00,,234.00
6/14/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,,Bulk,Backpack,,,,,9.00,,188.00,0.00,,197.00
6/14/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,,Bulk,Backpack,,,,,,,242.00,0.00,,242.00
6/14/2023,FCDC,Family Christian Development Center,ELK,,Bread,CCFN,,,,,105.00,,,0.00,,105.00
6/14/2023,FCDC,Family Christian Development Center,ELK,,Bulk,CCFN,17.00,,,,18.00,,150.00,0.00,,185.00
6/14/2023,MCA,Marshall County Council on Aging,MAR,,Meals,CCFN,,,,,,,,75.00,60.00,75.00
6/14/2023,OC,Oakhaven Community,MAR,,Bulk,CCFN,,,,,9.00,,,0.00,,9.00
6/14/2023,DFM,Divine Faith Ministry,SJ,,Bulk,CCFN,102.00,,,162.00,17.00,24.00,612.00,0.00,,917.00
6/14/2023,FAF,Feed A Friend,SJ,,Bulk,CCFN,9.00,,2.00,,,,,0.00,,11.00
6/14/2023,GNJ,Greater New Jerusalem Missionary Baptist Church,SJ,,Bulk,CCFN,46.00,,1.00,,59.00,,425.00,0.00,,531.00
6/14/2023,IUP,Ironwood United Pentecostal Food Pantry,SJ,,Bulk,CCFN,,,18.00,63.00,103.00,,15.00,0.00,,199.00
6/14/2023,AIDS,Aids Ministries,SJ,,Bread,CCFN,,,,,70.00,,,0.00,,70.00
6/14/2023,AIDS,Aids Ministries,SJ,,Bulk,CCFN,13.00,,,,,35.00,32.00,0.00,,80.00
6/14/2023,OAK,Oaklawn: Oliver Apts,SJ,,Bulk,CCFN,,,,,,,94.00,0.00,,94.00
6/14/2023,STA,St Augustine's Parish,SJ,,Bulk,CCFN,,,,,84.00,,94.00,0.00,,178.00
6/14/2023,LADY,Our Lady of the Road,SJ,,Meals & Bulk,CCFN,73.00,,,,31.00,,80.00,52.50,42.00,236.50
6/14/2023,DSP,Downtown Soup Kitchen,SJ,,Bulk,CCFN,,,,,44.00,,104.00,0.00,,148.00
6/14/2023,SMH,St. Margaret's House,SJ,,Bulk,CCFN,23.00,,,,,12.00,,0.00,,35.00
6/14/2023,AIDS,Aids Ministries,SJ,,Bulk,CCFN,7.00,,,,9.00,,16.00,0.00,,32.00
6/14/2023,OAK,Oaklawn: Properties,SJ,,Bulk,CCFN,81.00,,,,,,489.00,0.00,,570.00
6/14/2023,LTC,Life Treatment Center (wants to remain ANON),SJ,,Bulk,CCFN,,,,,,,75.00,0.00,,75.00
6/14/2023,OAK,Oaklawn: Oliver Apts,SJ,,Meals & Bulk,CCFN,148.00,,,,,,507.00,75.00,60.00,730.00
6/14/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,,,,,,,12.00,0.00,,12.00
6/14/2023,OAK,Oaklawn: Hope Ave,SJ,,Bulk,CCFN,,,8.00,48.00,15.00,,65.00,0.00,,136.00
6/14/2023,IUP,Ironwood United Pentecostal Food Pantry,SJ,,Bulk,CCFN,116.00,,,,43.00,,946.00,0.00,,1105.00
6/14/2023,SALVSJ,"Salvation Army: St Joe, Kroc Center",SJ,,Bulk,CCFN,99.00,,,,28.00,,84.00,0.00,,211.00
6/14/2023,NC,New Carlisle UMC,SJ,,Bulk,CCFN,36.00,,,,,,168.00,0.00,,204.00
6/14/2023,GFP,Gymtown Food Pantry,ELK,,Meals & Bread,CCFN,,,,,112.00,,,150.00,120.00,262.00
6/14/2023,GFP,Gymtown Food Pantry,ELK,,Bulk,CCFN,65.00,,,,36.00,,497.00,0.00,,598.00
6/14/2023,MIDD,Middlebury Food Pantry,ELK,,Bread,CCFN,,,,,280.00,,,0.00,,280.00
6/14/2023,MIDD,Middlebury Food Pantry,ELK,,Meals & Bulk,CCFN,34.00,,9.00,131.00,76.00,,148.00,75.00,60.00,473.00
6/14/2023,MIL,Milford Food Bank,ELK,,Bulk,CCFN,,,,,,,1038.00,0.00,,1038.00
6/14/2023,NAP,Nappanee Open Door,ELK,,Bread,CCFN,,,,,42.00,,,0.00,,42.00
6/14/2023,NAP,Nappanee Open Door,ELK,,Bulk,CCFN,27.00,,,,,,391.00,0.00,,418.00
6/14/2023,THB,The Hub Bristol,ELK,,Bread,CCFN,,,,,112.00,,,0.00,,112.00
6/14/2023,THB,The Hub Bristol,ELK,,Bulk,CCFN,80.00,,35.00,25.00,24.00,,221.00,0.00,,385.00
6/14/2023,WHC,World Harvest Church,ELK,,Bread,CCFN,,,,,112.00,,,0.00,,112.00
6/14/2023,WHC,World Harvest Church,ELK,,Bulk,CCFN,23.00,,,,54.00,,21.00,0.00,,98.00
6/15/2023,HL,HealthLinc,SJ,,Meals,CCFN,,,,,,,,157.50,126.00,157.50
6/15/2023,SBCS,South Bend Community Schools: Marshall Traditional School,SJ,,Meals,Backpack,,,,,,,,750.00,600.00,750.00
6/15/2023,SBCS,South Bend Community Schools: Washington HS,SJ,,Meals,Backpack,,,,,,,,750.00,600.00,750.00
6/15/2023,CCFP,Clay Church Food Pantry,SJ,,Meals & Bread,CCFN,,,,,350.00,,,375.00,300.00,725.00
6/15/2023,SBCS,South Bend Community Schools: Darden,SJ,,Meals,Backpack,,,,,,,,750.00,600.00,750.00
6/15/2023,SBCS,South Bend Community Schools: Harrison,SJ,,Meals,Backpack,,,,,,,,750.00,600.00,750.00
6/15/2023,SBCS,South Bend Community Schools: Lincoln,SJ,,Meals,Backpack,,,,,,,,750.00,600.00,750.00
6/15/2023,SH,Store House,SJ,,Bread,CCFN,,,,,84.00,,,0.00,,84.00
6/15/2023,MFP,Mishawaka Food Pantry,SJ,,Bread,CCFN,,,,,140.00,,,0.00,,140.00
6/15/2023,MFP,Mishawaka Food Pantry,SJ,,Bulk,CCFN,290.00,,,,36.00,70.00,849.00,0.00,,1245.00
6/15/2023,SH,Store House,SJ,,Bulk,CCFN,,,,,36.00,,676.00,0.00,,712.00
6/15/2023,CTA,Christ Temple Apostolic Church,SJ,,Bulk,CCFN,23.00,,,,,,,0.00,,23.00
6/15/2023,OAK,Oaklawn: Hope Ave,SJ,,Bulk,CCFN,,,1.00,17.00,13.00,1.00,,0.00,,32.00
6/15/2023,SJHD,St. Joe: Health Department ,SJ,,Bulk,CCFN,,,,,23.00,28.00,373.00,0.00,,424.00
6/15/2023,MVC,Miami Village Church,SJ,,Bulk,CCFN,,,4.00,6.00,21.00,12.00,5.00,0.00,,48.00
6/15/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,,,,,,,138.00,0.00,,138.00
6/15/2023,LADY,Our Lady of the Road,SJ,,Bulk,CCFN,,,,,36.00,,44.00,0.00,,80.00
6/15/2023,YSB,Youth Service Bureau of St. Joe County,SJ,,Meals,Backpack,,,,,,,,30.00,24.00,30.00
6/15/2023,FAF,Feed A Friend,SJ,,Bulk,CCFN,,,,,,,29.00,0.00,,29.00
6/16/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,Goshen,Bulk,Backpack,,,,,,,65.00,0.00,,65.00
6/16/2023,ELK,Elkhart Schools: Mary Beck,ELK,,Meals,Backpack,,,,,,,,975.00,780.00,975.00
6/16/2023,ELK,Elkhart Schools: Pierre Moran,ELK,,Meals,Backpack,,,,,,,,1125.00,900.00,1125.00
6/16/2023,GCS,Goshen Schools: Goshen Intermediate ,ELK,,Meals,Backpack,,,,,,,,75.00,60.00,75.00
6/16/2023,GCS,Goshen Schools: Hay Park,ELK,,Meals,Backpack,,,,,,,,375.00,300.00,375.00
6/16/2023,GCS,Goshen Schools: Pringle Park,ELK,,Meals,Backpack,,,,,,,,750.00,600.00,750.00
6/16/2023,GCS,Goshen Schools: Roxbury Park,ELK,,Meals,Backpack,,,,,,,,300.00,240.00,300.00
6/16/2023,GCS,Goshen Schools: Shanklin Park,ELK,,Meals,Backpack,,,,,,,,562.50,450.00,562.50
6/16/2023,BC,Briarcliff Rehab,SJ,,Bread,CCFN,,,,,24.00,,,0.00,,24.00
6/16/2023,OAK,Oaklawn: Hope Ave,SJ,,Bulk,CCFN,,,6.00,47.00,15.00,,47.00,0.00,,115.00
6/16/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,,,,,14.00,,62.00,0.00,,76.00
6/16/2023,GP,The Grace Place,SJ,,Bulk,CCFN,70.00,,,,,,216.00,0.00,,286.00
6/16/2023,MRN,Maranatha Missionary Baptist Church,SJ,,Meals & Bulk,CCFN,23.00,,,,36.00,,,150.00,120.00,209.00
6/16/2023,RMCD,Ronald McDonald House,SJ,,Bulk,CCFN,7.00,,,,,,41.00,0.00,,48.00
6/16/2023,AFFM,Abundant Faith Family Ministries,SJ,,Meals & Bulk,CCFN,,,,,17.00,,85.00,75.00,60.00,177.00
6/16/2023,HCH,Heart City Health - Simpson,ELK,,Meals,CCFN,,,,,,,,187.50,150.00,187.50
6/16/2023,HCH,Heart City Health - WH,ELK,,Meals,CCFN,,,,,,,,52.50,42.00,52.50
6/16/2023,SALVG,Salvation Army: Goshen,ELK,,Bulk,CCFN,,,,,,,20.00,0.00,,20.00
6/17/2023,BRCKE,Brick of Hope - Elkhart,ELK,,Bulk,CCFN,825.00,,,,774.00,,2196.00,0.00,,3795.00
6/17/2023,VINC,St. Vincent de Paul: St Joe Parrish,ELK,,Bread,CCFN,,,,,56.00,,,0.00,,56.00
6/19/2023,OAK,Oaklawn: Hope Ave,SJ,,Meals,Backpack,,,,,,,,7.50,6.00,7.50
6/19/2023,VFP,Village Food Pantry,SJ,,Bulk,CCFN,85.00,,,,,4.00,366.00,0.00,,455.00
6/19/2023,CATH,Catholic Charities,SJ,,Bulk,CCFN,,,,,,,57.00,0.00,,57.00
6/19/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,5.00,,,,,7.00,148.00,0.00,,160.00
6/19/2023,OAK,Oaklawn: Hope Ave,SJ,,Bulk,CCFN,,,,,14.00,,,0.00,,14.00
6/19/2023,BC,Briarcliff Rehab,SJ,,Bulk,CCFN,,,,,10.00,,,0.00,,10.00
6/19/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,44.00,,,,86.00,,73.00,0.00,,203.00
6/19/2023,PS,Project Scope,ELK,,Bulk,CCFN,,,,,,,118.00,0.00,,118.00
6/20/2023,BL,Bread of Life,MAR,,Meals & Bulk,CCFN,45.00,,30.00,34.00,333.00,18.00,649.00,150.00,120.00,1259.00
6/20/2023,MHM,Monastery of the Holy Martyrs,MAR,,Meals & Bulk,CCFN,101.00,,51.00,149.00,43.00,16.00,1098.00,150.00,120.00,1608.00
6/20/2023,CFP,Culver Food Pantry,MAR,,Bulk,CCFN,,,,,,,30.00,0.00,,30.00
6/20/2023,DAV,David's Courage,MAR,,Bulk,CCFN,,,,,,,42.00,0.00,,42.00
6/20/2023,MCNC,Marshall County Neighborhood Center,MAR,,Bulk,CCFN,,,,,,,32.00,0.00,,32.00
6/20/2023,BL,Bread of Life,MAR,,Bread,CCFN,,,,,420.00,,,0.00,,420.00
6/20/2023,DAV,David's Courage,MAR,,Bread,CCFN,,,,,14.00,,,0.00,,14.00
6/20/2023,MCNC,Marshall County Neighborhood Center,MAR,,Bread,CCFN,,,,,280.00,,,0.00,,280.00
6/20/2023,MHM,Monastery of the Holy Martyrs,MAR,,Bread,CCFN,,,,,168.00,,,0.00,,168.00
6/20/2023,CFP,Culver Food Pantry,MAR,,Bread,CCFN,,,,,70.00,,,0.00,,70.00
6/20/2023,DSP,Downtown Soup Kitchen,SJ,,Bulk,CCFN,,,,,106.00,,,0.00,,106.00
6/20/2023,DSP,Downtown Soup Kitchen,SJ,,Bulk,CCFN,,,,,94.00,,,0.00,,94.00
6/20/2023,MRN,Maranatha Missionary Baptist Church,SJ,,Meals & Bulk,CCFN,45.00,,,,63.00,,61.00,150.00,120.00,319.00
6/20/2023,CATH,Catholic Charities,SJ,,Meals & Bulk,CCFN,23.00,,,,36.00,,,150.00,120.00,209.00
6/20/2023,BCP,Broadway Christian Parish,SJ,,Meals & Bulk,CCFN,98.00,,,,178.00,4.00,6.00,37.50,30.00,323.50
6/20/2023,STA,St Augustine's Parish,SJ,,Bulk,CCFN,,,,,36.00,,198.00,0.00,,234.00
6/20/2023,AFFM,Abundant Faith Family Ministries,SJ,,Bulk,CCFN,110.00,,,,126.00,15.00,786.00,0.00,,1037.00
6/20/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,17.00,,,,15.00,,101.00,0.00,,133.00
6/20/2023,CATH,Catholic Charities,SJ,,Bulk,CCFN,19.00,,,,15.00,,22.00,0.00,,56.00
6/20/2023,SG,Saving Grace,ELK,,Bulk,CCFN,5.00,,2.00,2.00,33.00,1.00,33.00,0.00,,76.00
6/20/2023,STP,St. Paul's UMC,ELK,,Bulk,CCFN,3.00,,,,5.00,,47.00,0.00,,55.00
6/20/2023,VINC,St. Vincent de Paul: St Pius,ELK,,Meals,CCFN,,,,,,,,112.50,90.00,112.50
6/21/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,Nappanee,Bulk,Backpack,,,5.00,30.00,24.00,22.00,350.00,0.00,,431.00
6/21/2023,BGCE,Boys & Girls Club Elkhart County ,ELK,Middlebury,,Backpack,11.00,,,,45.00,10.00,257.00,0.00,,323.00
6/21/2023,CAPS,Child & Parent Services (CAPS),ELK,,Meals,Backpack,,,,,,,,375.00,300.00,375.00
6/21/2023,FCDC,Family Christian Development Center,ELK,,Bulk,CCFN,101.00,,2.00,,68.00,10.00,555.00,0.00,,736.00
6/21/2023,FCDC,Family Christian Development Center,ELK,,Bread,CCFN,,,,,105.00,,,0.00,,105.00
6/21/2023,OC,Oakhaven Community,MAR,,Bulk,CCFN,,,,,2.00,,10.00,0.00,,12.00
6/21/2023,AIDS,Aids Ministries,SJ,,Bulk,CCFN,7.00,,,,9.00,2.00,52.00,0.00,,70.00
6/21/2023,AIDS,Aids Ministries,SJ,,Bread,CCFN,,,,,70.00,,,0.00,,70.00
6/21/2023,STA,St Augustine's Parish,SJ,,Bulk,CCFN,,,,,89.00,,94.00,0.00,,183.00
6/21/2023,SALVSJ,"Salvation Army: St Joe, Kroc Center",SJ,,Meals & Bulk,CCFN,,,,,21.00,,57.00,187.50,150.00,265.50
6/21/2023,DSP,Downtown Soup Kitchen,SJ,,Bulk,CCFN,63.00,,,,90.00,,,0.00,,153.00
6/21/2023,SMH,St. Margaret's House,SJ,,Bulk,CCFN,23.00,,,,,,25.00,0.00,,48.00
6/21/2023,OAK,Oaklawn: Properties,SJ,,Bulk,CCFN,,,,,,8.00,180.00,0.00,,188.00
6/21/2023,DFM,Divine Faith Ministry,SJ,,Bulk,CCFN,89.00,,,9.00,131.00,29.00,429.00,0.00,,687.00
6/21/2023,IUP,Ironwood United Pentecostal Food Pantry,SJ,,Bulk,CCFN,97.00,,,,73.00,11.00,495.00,0.00,,676.00
6/21/2023,GNJ,Greater New Jerusalem Missionary Baptist Church,SJ,,Meals & Bulk,CCFN,64.00,,8.00,,34.00,,399.00,75.00,60.00,580.00
6/21/2023,CCFP,Clay Church Food Pantry,SJ,,Meals & Bread,CCFN,,,,,350.00,,,375.00,300.00,725.00
6/21/2023,SBCS,South Bend Community Schools: Darden,SJ,,Meals,Backpack,,,,,,,,375.00,300.00,375.00
6/21/2023,SBCS,South Bend Community Schools: Washington HS,SJ,,Meals,Backpack,,,,,,,,375.00,300.00,375.00
6/21/2023,SBCS,South Bend Community Schools: Harrison,SJ,,Meals,Backpack,,,,,,,,750.00,600.00,750.00
6/21/2023,SBCS,South Bend Community Schools: Marshall Traditional School,SJ,,Meals,Backpack,,,,,,,,750.00,600.00,750.00
6/21/2023,SH,Store House,SJ,,Bread,CCFN,,,,,84.00,,,0.00,,84.00
6/21/2023,MFP,Mishawaka Food Pantry,SJ,,Bread,CCFN,,,,,140.00,,,0.00,,140.00
6/21/2023,NNE,Near Northeast Neighborhood Center,SJ,,Bulk,CCFN,,,40.00,,,,18.00,75.00,60.00,133.00
6/21/2023,NC,New Carlisle UMC,SJ,,Bulk,CCFN,,,,,81.00,,60.00,0.00,,141.00
6/21/2023,GFP,Gymtown Food Pantry,ELK,,Bulk,CCFN,110.00,,108.00,,36.00,73.00,1578.00,0.00,,1905.00
6/21/2023,GFP,Gymtown Food Pantry,ELK,,Meals & Bread,CCFN,,,,,112.00,,,150.00,120.00,262.00
6/21/2023,MIDD,Middlebury Food Pantry,ELK,,Meals & Bulk,CCFN,23.00,,,,50.00,,73.00,150.00,120.00,296.00
6/21/2023,MIDD,Middlebury Food Pantry,ELK,,Bread,CCFN,,,,,280.00,,,0.00,,280.00
6/21/2023,NAP,Nappanee Open Door,ELK,,Meals & Bulk,CCFN,,,,,,,30.00,75.00,60.00,105.00
6/21/2023,NAP,Nappanee Open Door,ELK,,Bread,CCFN,,,,,42.00,,,0.00,,42.00
6/21/2023,THB,The Hub Bristol,ELK,,Bulk,CCFN,101.00,,87.00,94.00,3.00,25.00,121.00,0.00,,431.00
6/21/2023,THB,The Hub Bristol,ELK,,Bread,CCFN,,,,,140.00,,,0.00,,140.00
6/21/2023,WHC,World Harvest Church,ELK,,Meals & Bulk,CCFN,116.00,,,,246.00,21.00,1573.00,150.00,120.00,2106.00
6/21/2023,WHC,World Harvest Church,ELK,,Bread,CCFN,,,,,112.00,,,0.00,,112.00
6/22/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,,,,,,,57.00,0.00,,57.00
6/22/2023,CCFP,Clay Church Food Pantry,SJ,,Meals & Bulk,CCFN,11.00,,,,23.00,,122.00,375.00,300.00,531.00
6/22/2023,SH,Store House,SJ,,Meals & Bulk,CCFN,,,2.00,,86.00,4.00,327.00,45.00,36.00,464.00
6/22/2023,CCFP,Clay Church Food Pantry,SJ,,Bulk,CCFN,12.00,,,,23.00,,122.00,0.00,,157.00
6/22/2023,LYD,Lydick UMC,SJ,,Bulk,CCFN,,,3.00,20.00,17.00,,,0.00,,40.00
6/22/2023,LADY,Our Lady of the Road,SJ,,Bulk,CCFN,23.00,,,,,,44.00,0.00,,67.00
6/22/2023,MVC,Miami Village Church,SJ,,Bulk,CCFN,,,,6.00,31.00,,197.00,0.00,,234.00
6/22/2023,MFP,Mishawaka Food Pantry,SJ,,Meals & Bulk,CCFN,53.00,,12.00,,240.00,15.00,656.00,150.00,120.00,1126.00
6/23/2023,ELK,Elkhart Schools: Mary Beck,ELK,,Meals,Backpack,,,,,,,,300.00,240.00,300.00
6/23/2023,GCS,Goshen Schools: Hay Park,ELK,,Meals,Backpack,,,,,,,,375.00,300.00,375.00
6/23/2023,GCS,Goshen Schools: Pringle Park,ELK,,Meals,Backpack,,,,,,,,562.50,450.00,562.50
6/23/2023,GCS,Goshen Schools: Roxbury Park,ELK,,Meals,Backpack,,,,,,,,262.50,210.00,262.50
6/23/2023,GCS,Goshen Schools: Shanklin Park,ELK,,Meals,Backpack,,,,,,,,562.50,450.00,562.50
6/23/2023,CTA,Christ Temple Apostolic Church,SJ,,Bulk,CCFN,39.00,,,,140.00,,,0.00,,179.00
6/23/2023,DSP,Downtown Soup Kitchen,SJ,,Bulk,CCFN,,,293.00,,,,,0.00,,293.00
6/23/2023,BRCKSJ,Brick of Hope - St Joe County,SJ,,Bulk,CCFN,111.00,,,,12.00,,67.00,0.00,,190.00
6/23/2023,OAK,Oaklawn: Hope Ave,SJ,,Meals & Bulk,CCFN,,,,,8.00,,2.00,37.50,30.00,47.50
6/23/2023,MRN,Maranatha Missionary Baptist Church,SJ,,Bulk,CCFN,23.00,,,,,,94.00,0.00,,117.00
6/23/2023,ANT,Antioch Missionary Baptist Church,SJ,,Meals & Bulk,CCFN,30.00,,20.00,,96.00,,234.00,15.00,12.00,395.00
